
-180 -0.0078947
-128.41 0.099816
 -85.000000       0.113441
 -83.000000       0.111578
 -81.000000       0.109529
 -79.000000       0.107307
 -77.000000       0.104574
 -75.000000       0.101924
 -73.000000       0.099422
 -71.000000       0.097083
 -69.000000       0.094282
 -67.000000       0.091509
 -65.000000       0.088937
 -63.000000       0.086618
 -61.000000       0.084993
 -59.000000       0.084405
 -57.000000       0.084065
 -55.000000       0.083979
 -53.000000       0.084150
 -51.000000       0.084585
 -49.000000       0.085133
 -47.000000       0.084831
 -45.000000       0.084135
 -43.000000       0.083629
 -41.000000       0.083319
 -39.000000       0.082857
 -37.000000       0.081386
 -35.000000       0.078832
 -33.000000       0.076293
 -31.000000       0.073780
 -29.000000       0.070542
 -27.000000       0.066352
 -25.000000       0.059782
 -23.000000       0.052199
 -21.000000       0.048019
 -19.000000       0.036628
 -17.000000       0.008613
 -15.000000      -0.021966
 -13.000000      -0.051723
 -11.000000      -0.061373
  -9.000000      -0.055043
0	-0.0208
1	-0.0181
2	-0.0156
3	-0.0134
4	-0.0113
5	-0.0093
6	-0.0076
7	-0.0061
8	-0.0047
9	-0.0036
10	-0.0026
 11.000000      -0.001631
 13.000000      -0.004202
 15.000000      -0.006967
 17.000000      -0.015326
 19.000000      -0.039137
 21.000000      -0.053761
 23.000000      -0.057517
 25.000000      -0.059092
 27.000000      -0.059484
 29.000000      -0.057321
 31.000000      -0.055292
 33.000000      -0.055424
 35.000000      -0.055607
 37.000000      -0.055193
 39.000000      -0.054363
 41.000000      -0.053475
 43.000000      -0.052650
 45.000000      -0.054951
 47.000000      -0.057268
 49.000000      -0.059612
 51.000000      -0.061994
 53.000000      -0.063932
 55.000000      -0.065632
 57.000000      -0.068524
 59.000000      -0.071343
 61.000000      -0.074801
 63.000000      -0.079945
 65.000000      -0.084862
 67.000000      -0.089696
 69.000000      -0.094872
 71.000000      -0.099632
 73.000000      -0.103974
 75.000000      -0.107735
 77.000000      -0.111800
 79.000000      -0.115339
 81.000000      -0.117895
 83.000000      -0.116303
 85.000000      -0.114527
129.18 -0.064272
179.61 -0.0039559
